value,count
اصلیشم,1
محاله,1
china,1
کشیدیم,1
واورجیناله,1
کرومشو,1
کنیــد,1
فراوووون,1
موجودند,1
زانو,1
آیینس,1
greenify,1
امپرر,1
خوشساختیه,1
بجنبونه,1
رضیم,1
طبعیه,1
گذاشتمش,1
38,1
39,1
توپی,1
سامسونگs6,1
قیمتین,1
ندره,1
شاکی,1
گوشش,1
رسن,1
لایکوو,1
لایکووو,1
S6هستش,1
بپردازی,1
میت,1
جی5：,1
کاریزما,1
فروخته,1
نــــــــــــداره,1
بسازد,1
اتکاست,1
پوکوند,1
کاناله,1
vulcan,1
فوقوالعاده,1
3600,1
infrared,1
اجازه,1
ــس,1
دیدمه,1
جرئ,1
میمونن,1
وخوندید,1
فاتحه,1
استو,1
blieve,1
ژاپنیم,1
باm5داشتم,1
اکسپریا,1
می‌دادند,1
می‌شید,1
تو‌ذوقم,1
وایفا,1
cدارم,1
20٪,1
ترتیبه,1
بااصالتی,1
نیستی,1
مگابایتی,1
نظرکنین,1
ضعیف‌ترند,1
می‌رسه,1
میزاش,1
منحنیه,1
خبه,1
لام,1
z,1
مزیتیه,1
PRIV,1
32بتونه,1
وظاهر,1
میپسندن,1
بازشه,1
عالیین,1
نمیکوبم,1
پیداس,1
ضرره,1
کنه‌,1
تیرممم,1
طرفس,1
انداختین,1
شرکتی,1
راحتتره4,1
قویترین3,1
له2,1
مزایایی,1
لاغیر,1
فریبنده,1
PASSPORT,1
دومم,1
میشههههههههه,1
نداااااااره,1
مُنزل,1
درپوش,1
رایجه,1
نمیدد,1
مخالفاست,1
توm9,1
نمیپذیرند,1
میتونید,1
1395,1
اگزینوسش,1
حرفیه,1
😂,1
gold,1
بجزه,1
نمیفهمه,1
بباد,1
نزدیکه,1
اجه,1
کدوم,1
اس5دارم,1
sola,1
m5,1
بزنن👍,1
شکلی,1
بفروشید,1
فوقانی,1
پایانی,1
انداختی,1
میخورین,1
امیر,1
مترو,1
نوبیا,1
رنگارو,1
طنزه,1
دیکه,1
لوازم,1
عکسشون,1
بفرستن,1
بپره,1
درحد8هست,1
نگهداریش,1
سایتش,1
برگرداندم,1
حریدم,1
v6,1
برگردوندن,1
الومنیومی,1
همند,1
دارند},1
فعال,1
بستگان,1
آسفالت,1
laser,1
شکستگی,1
ندارت,1
ضعیقتر,1
بریزن,1
چرمی,1
ضعیب,1
مرادی,1
فعالند,1
بیا,1
اشتباس,1
😐,1
پخشه,1
bully,1
نقضه,1
انتظاری,1
عااااااالیییییه,1
گوشمه,1
طورند,1
خانواده,1
کاورش,1
بزا,1
DiGiKaLa,1
5اینچه,1
صفحش4,1
فیلمبرداریشFHDهست,1
20884,1
افتضاحیه,1
گوشییو,1
نسبه,1
ظعیف,1
جدیدو,1
وبس,1
عزیر,1
بخاد,1
نداشتش,1
بندیه,1
C4,1
نمیگرده,1
ظعیفه,1
بگیردی,1
Lite,1
اشناها,1
نپرید,1
تغیرات,1
میخوریه,1
بلندتره,1
برندهاشون,1
مخابراتیه,1
فیت,1
Blade,1
ببرمش,1
محرومم,1
انتخوابه,1
حسیه,1
off,1
نگهدارتان,1
بدانند,1
نیافتد,1
نگویم,1
دخترم,1
میزننا,1
نمیدادن,1
اندرویدش,1
مرسولات,1
نخرند,1
لانچرهاست,1
فروشیه,1
طرفش,1
چش,1
بودن»,1
ماژولارش,1
کاربدی,1
حاظره,1
دوستدارین,1
طرفین,1
درومده,1
بانشاطن,1
کمن,1
دنباشم,1
تان,1
RAW,1
سربلند,1
اضطراری,1
موید,1
دونستند,1
بیفایدست,1
530,1
میندازید,1
بدترکیب,1
not5,1
هآ,1
مسخریت,1
ظاهره,1
بهترینهای,1
الانLG,1
دوسنتان,1
تولیدش,1
داشتlifesgood,1
G3دارم,1
مینالید,1
عالیییییییییییییییییییییییییییییییییییییییه,1
133746,1
z5برید,1
شنیدن,1
شتم,1
دیدمد,1
luncher,1
ِِ,1
back,1
ازجلو,1
ایمان,1
ترهست,1
بوشهر,1
شاهکار2016هست,1
استند,1
خومتتون,1
فاجعست,1
آمریکا,1
خریدارانه,1
پیشنیاد,1
ببینینش,1
جانیفتاده,1
فروشم,1
مشکلو,1
برنیاد,1
میزدین,1
گیمی,1
قدری,1
OLED,1
طبیعتا,1
لانچرم,1
طرفدارای,1
راجب,1
انگیزی,1
پوشیست,1
همشون,1
وامیسته,1
بارها,1
کالابخریم,1
هموطنان,1
lifesgood,1
مشخصاتشون,1
وcpuبسیارقدرتمند,1
100درصد,1
نزن,1
نخوردن,1
درپشت,1
سایرتوصیحات,1
پشتی,1
zx,1
اقراق,1
وایدشه,1
نمیخرند,1
65درصد,1
همان,1
دغونه,1
می‌خواستی,1
نخریدیم,1
میگنه,1
چیپه,1
آزارذهندست,1
منوال,1
معروفم,1
شارژمیشه,1
نظرمیزارم,1
بینظیر‌‌,1
فوقولاده,1
اصلان,1
16تا24تقریبا,1
رسانیو,1
پردازشش,1
بردار,1
صاف,1
خواد‌,1
وجودداره,1
خمیدش,1
خشش,1
فیکث,1
کمِ,1
نوت4بود,1
شریعتی,1
جی5پلاستیکیه,1
بهترینشان,1
ازدیجیکالا,1
سمه,1
جابه,1
دوسیمشه,1
منتظریما,1
تشکرفراوان,1
بمونیم,1
6sمیخرم,1
قدم,1
مدیر,1
نیافتاده,1
24,1
کدام,1
اسیا,1
گیرنمیکنه,1
z5بگیرم,1
جانبیش,1
شکوه,1
وهمچنین,1
iphone6s,1
برگشتم,1
صفحس,1
هااا,1
نمیشته,1
یکتاست,1
نقدشون,1
قوتی,1
نابود,1
زبون,1
بیته,1
قرنه,1
دنیای,1
loop,1
دروومده,1
گوشیمه,1
دوممه,1
قوامیان,1
کننن,1
میپسندی,1
اولا,1
آفتابِ,1
حین,1
باشهِ,1
برسهِِِِ,1
ممنونتم,1
اتفاقی,1
فقط0,1
5است,1
آزمندیان,1
نابه,1
عجبا,1
سونگه,1
نزوله,1
بهتریم,1
808,1
801,1
برسی,1
4Gیا3Gگذاشتین,1
دهیه,1
بنود,1
مسنجن,1
عیار,1
علاقتون,1
edgeنزد,1
جیزاست,1
دیزایر,1
لانچر,1
هاو,1
8است,1
سروری,1
همچین,1
معتبرن,1
بالاترینه,1
ضبط,1
دوستی,1
دلار,1
935FD,1
موشن,1
جدابیه,1
بگزاریم,1
وG5,1
xz,1
جدیدیه,1
درستیه,1
نگهمیدارد,1
زده},1
ممتازیه,1
راظیم,1
فرسته,1
حوشگله,1
تعمیرگاه,1
هواداران,1
اومدا,1
Exynos,1
هنگیاست,1
فرز,1
خوشحال,1
نخواهیدگرفت,1
چسبندگی,1
گلسه,1
کنید‌,1
بنفتونه,1
جالبش,1
دردناکه,1
شکستن,1
نمیماند,1
هفصد,1
مرزی,1
پرایده,1
ارتباط,1
نمیباشد,1
ناپذیره,1
مخاطبان,1
بنشونه,1
فوقولادس,1
هنریه,1
اطمینانی,1
شکنند,1
دوستانِ,1
نگیر,1
عقبش,1
دریغ,1
WHY,1
عیباشو,1
سامسونت,1
تابی,1
یکذره,1
کندشه,1
مجکرم,1
دقته,1
همینطوریه,1
اپلیه,1
الیه,1
کنکوره,1
وایسم,1
توصیف,1
زندگیشه,1
گیریش,1
نقدآیفون,1
پشته,1
خوندند,1
بسنجید,1
راحتید,1
اونطور,1
ومتوسط,1
partionبرید,1
نیترو,1
هنگیه,1
هرصدتا,1
حالگیره,1
پرفروشترینه,1
بازارهستش,1
نمیزارم,1
کارکنید,1
cat8,1
میسوزد,1
بلد,1
کلنز,1
ویروسه,1
وحدوددوماهه,1
بدبودن,1
میبینمتون,1
فریمش,1
عاملشه,1
باطله,1
نمیرسند,1
g5و,1
خیسه,1
2باره,1
اژدهاست,1
نمیکردیم,1
دیگهه,1
مثاله,1
اموالیدی,1
مثل4G,1
ARMS3,1
ایزدی,1
نیوفده,1
هزینشه,1
بیمه,1
کیفیت»,1
توشه,1
لگی,1
وسوپرآمولدباشه,1
میترسن,1
beauty,1
o,1
خیلیا,1
اختیارتونه,1
بخوان,1
دروغه,1
باکلاسیه,1
قضایا,1
نمیوفتی,1
برندمعتبرباشه,1
تروو,1
نابغست,1
ارتقادادم,1
متفاوتهاست,1
محصولش,1
y6ه,1
مودمش,1
نیندازیم,1
چرااینجوریه,1
دومت,1
تبریز,1
نمیکن,1
مثلG3,1
وتکه,1
ملیونیه,1
آردم,1
واقعاعالیه,1
واقعامناسبه,1
j52016,1
j2,1
5هستش,1
M8,1
میپیوندد,1
الفرج,1
کیفییت,1
کار‌میکنم,1
تاریکی,1
مینداختم,1
رهاست,1
ببندنش,1
خرجید,1
آیفونم,1
نگوووووو,1
بین,1
میترسونن,1
نزارین,1
s6مکملتره,1
همیشگ,1
میگذشتم,1
چن,1
مشکلیه,1
غیر‌متعصب,1
میفروشمش,1
رقیبش,1
سلطان,1
میچسبه,1
کنترله,1
effects,1
خاص：,1
ترس,1
دوربین：,1
پردازنده：,1
سواره,1
نمایش：,1
طراخی：,1
CCD,1
3d,1
چارژر,1
3c,1
ناچیزه,1
6پلاس,1
گیگش,1
ااا,1
هشتم,1
فضاست,1
حیدریان,1
بطوری,1
20خریدم,1
دی‌جی‌کالا,1
نشوده,1
اِس,1
خداوند,1
عزیزت,1
آوردنه,1
همونجوره,1
مردونه,1
یابی,1
دهرم,1
مزاحم,1
زنندست,1
مبلغی,1
فندکی,1
سبکشه,1
برتری,1
علاءدین,1
اسلات,1
اوردند,1
google,1
اندرویدا,1
مهندس,1
متوسطش,1
عروسکه,1
بچسبونه,1
میکته,1
هنذفری,1
جنتلمن,1
نمیشناسنش,1
پرنوره,1
عالیہ,1
نگذاشتمش,1
تجملیه,1
زیرقیمت,1
بوده‌اند,1
برنمیاد,1
بیمعباست,1
باطیشم,1
فروختمشِ,1
عالے,1
styleو,1
اوریه,1
نمیفروختنش,1
خانومی,1
ردها,1
خالینمیشه,1
بخاطره,1
e7بندازید,1
هرتز,1
انتقادی,1
اشتم,1
بی,1
نمیدادند,1
رادیوست,1
پیشاپیش,1
اینقدزودناموجودشد,1
محصولات,1
لطفأ,1
نرماله,1
عودافز,1
40000,1
چینیاس,1
ساپرت4gهست,1
ایرادگرفت,1
مرسییییییی,1
9Q123TW,1
میرسانم,1
برنداس,1
سیصد,1
ZE550KL,1
5ایکس,1
وایساده,1
گوشیشونه,1
مارشمالوو,1
اخریه,1
نروید,1
مثال,1
اتموس,1
mode,1
نزدیکن,1
جلوشم,1
speed,1
خورند,1
سپیده,1
باتریشو,1
رنگها,1
دکمه,1
مثبته,1
blackout,1
HEADSET,1
مپسندم,1
اشباعه,1
صفحهautoبود,1
306,1
ویستا,1
خوشرنگه,1
to1,1
4تاش1,1
اسمش,1
عجیبش,1
کالاهایی,1
6بگیرن,1
بود},1
ودیگرهیچ,1
سفارش,1
نیوفتی,1
شناختن,1
عوامل,1
جلوشه,1
کنید},1
{excelent},1
داششت,1
چابکه,1
پسر,1
نرفت,1
کاربرا,1
یی,1
ندیدش,1
یومی,1
بالاتری,1
بایتش,1
ومن,1
اس6s,1
تنوع,1
باشبد,1
کلاااام,1
مهمه‌,1
6بگیرم,1
مهمیه,1
اندازست,1
بکیرمش,1
خیلى,1
پیشهاد,1
حبابیه,1
تمیز,1
یاخیر,1
میکم,1
واسمون,1
اخ,1
دارد：,1
گذاشم,1
برمیخورید,1
بارون,1
باآن,1
اصیلِ,1
بیشترشون,1
متفاوتن,1
گارانتیشووو,1
بازاز,1
دیمو,1
پیامکی,1
میدونیم,1
information,1
seهستش,1
3هستش,1
عاللللیه,1
نقدوبررسی,1
خصوصیاتشه,1
تصاویر,1
عرض,1
اقله,1
میکنید❤️,1
وامکاناتی,1
ریختس,1
فریه,1
کلیدها,1
سربازا,1
اغماض,1
نمیسازند,1
وجور,1
وخوشدستیه,1
ریختیم,1
روبروشدم,1
خواه,1
بودنشو,1
بالاتریه,1
نمیفهمید,1
پریو,1
cat4هست,1
نسل4,1
آنجایی,1
نمانید,1
llaبود,1
مقرر,1
دوستان‌,1
بگویم,1
میدانید,1
نزارند🙇,1
طرفدارseزد,1
Aloha,1
nplayer,1
Documents,1
برعکسش,1
اشغالیه,1
دنیاتون,1
نمیخوان,1
میبینند,1
filter,1
وقوی,1
شارژداشتم,1
نمیدونند,1
تقریبامناسب,1
نمیتواند,1
تصویرعالی,1
کاهد,1
هاهاهاها,1
چسبیده,1
گذاری,1
instagram,1
آکبنده,1
اینطوری,1
وکارآمد,1
عالیهه,1
بیخود,1
GT3,1
4gمیمونه,1
پکیده,1
2016نداره,1
بهترینههه,1
زنن,1
کارتاش,1
شبیهه,1
A52016و,1
غیرمنطقیه,1
ععععااااالللللییییی,1
غول,1
دلپذیر,1
لینوکسه,1
می‌بالم,1
بخاره,1
حدود1,1
استفاد,1
می‌مونه,1
راحت‌تره,1
آبخوردن,1
هوآویه,1
پرداختیش,1
WGA,1
همکارانشان,1
بندى,1
اسپاتش,1
کاربرپسند,1
قطعاتشو,1
متین,1
همچون,1
مشخصاتشه,1
پرچمدارشه,1
جوییش,1
desire830,1
قفل,1
7عصر,1
نمکنید,1
عی,1
قشنگن,1
گارانتیو,1
جی4بهتره,1
واحدی,1
میدش,1
زارم,1
برشداشتم,1
هموتj5هستش,1
خبره,1
میفروشش,1
بزنیم,1
نمیافته,1
lcs,1
تاریکه,1
مقداری,1
and,1
تیک,1
برا7,1
خشکلیه,1
تقدیره,1
gt3هست,1
بخربد,1
اصصصلا,1
قدرتمندش,1
افتادی,1
gta,1
ودوربین,1
بالاهاس,1
‍شه,1
اینایی,1
لطفلن,1
میبیند,1
نندازه,1
بدفرمه,1
بالابره,1
نشینن,1
واینمیسته,1
اطلاعاتم,1
z5بندازن,1
کلاسیکش,1
معل,1
1101,1
شنوا,1
فریبه,1
عـــالیه,1
SCR46,1
میخورتش,1
بودین,1
ممنوون,1
رقباش,1
تمیزه,1
یدونست,1
دیچی,1
گروووووون,1
آینه,1
پز,1
1میلیون,1
1داره,1
الان5,1
نیفتند,1
میکاهه,1
جزعی,1
مندارم,1
چربیه,1
اایه,1
نمیگرد,1
طبیعیست,1
سلطانه,1
میدوزده,1
همکارای,1
مادر,1
امتحانا,1
میشهه,1
مسکنیث,1
بازگردد,1
بازگرداند,1
هستنند,1
میفروشنش,1
Ever,1
کولرمون,1
میشوم,1
خاطرجمعم,1
کرومشوموجودکنین,1
دا,1
شامل,1
زیادتون,1
باورنکنید,1
خوندنتون,1
SLدرآوردم,1
نمیگیرند,1
دیجیتالیه,1
MobaiL,1
موجودش,1
گارانتیش,1
بشناسه,1
دروغگو,1
چسبوندم,1
بازیو,1
زندست,1
معتقدند,1
خواهدشد,1
حضورتون,1
وصف,1
مشکلاتشه,1
روداشتم,1
وخشگل,1
جـــــــهــــــــان,1
برنداشت,1
نشون,1
بی‌نظیر,1
اصلیشه,1
نیاوردن,1
Brothers,1
العاااااده,1
سرسبدش,1
هیـــــــچی,1
جراتشو,1
طلبم,1
Glory,1
Beach,1
پیروزه,1
نظیری,1
همون5,1
ردم,1
sp,1
LiFe,1
داربد,1
جهـــان,1
شدی,1
نقدمون,1
اعلا,1
اسمارت,1
مسئله,1
قایقیم,1
نامجودن,1
تکنولوژیش,1
mgهستش,1
Connecting,1
چندساعتی,1
بپردازند,1
note3,1
وسرعت,1
بگیریدمثلp9,1
همچیور,1
امولویشن,1
بوده‌ایم,1
می‌داند,1
A5بیشتره,1
اوناس,1
المان‌ها,1
c5=32967,1
سلیقه‌ها,1
مواجهین,1
Batman,1
racing,1
پیدانکردم,1
ارتقاپیدامیکنه,1
شماودیجیکالا,1
5بود,1
براحتی,1
دوماه,1
c5,1
انگشتو,1
دویدن,1
MW2,1
Gta,1
اولمه,1
پرقدرته,1
خصوصه,1
برقراره,1
میفتن,1
یندازن,1
متفرقه,1
کر,1
صف,1
تشکرر,1
عاِلیهههه,1
16گیگه,1
cd,1
dvd,1
ریدر,1
نکننین,1
شارژکنه,1
COMBAT,1
گوست,1
نیازتون,1
racing3,1
سنجند,1
تومننن,1
انبارهاست,1
3G,1
آیوس,1
a7باشه,1
لرزه,1
عکسا,1
میکشید,1
شانسیه,1
مکفی,1
بلای,1
میخواهیم,1
A5,1
FULLHD,1
6اومده,1
دریافته,1
میاوردم,1
الزامیه,1
12تا18ساعت,1
عاللی,1
بزنید‌,1
عیبه,1
fastcharging,1
نترکونده,1
شایدم,1
دوعه,1
a5بخرم,1
پنهان,1
مخفی,1
نیومده‌,1
Amoled,1
رامشه,1
مخمه,1
20درصد,1
قوله,1
عزیز‌,1
T720,1
7580,1
تراشه,1
480DPI,1
GHZ,1
2ماهه,1
دخترا,1
dpi,1
Asphalt8,1
اتیش,1
خیلیاست,1
بالاو,1
3300,1
پیامها,1
جانمیشه,1
چرخند,1
اروزنتره,1
مطمئنن,1
قیمت~پرچمدار,1
شاکری,1
یخرین,1
میمیونه,1
S7بهتره,1
الجیv10,1
7نداره,1
وپیامک,1
جلوشه‌,1
سیمکارتش,1
مشه,1
70000,1
90000امتیاز,1
tu,1
میکننن,1
mirroring,1
حقوقمونه,1
وارم,1
اسمشو,1
44320,1
edgeخرید,1
not4,1
چططوره,1
خداقوت,1
Asphalt8و,1
این‌گوشی,1
حرکتش,1
بگسرین,1
ممیا,1
racingو,1
خانوما,1
میاره‌,1
کنندست‌,1
گچ,1
سامسونگیتون,1
گلسش,1
S6بخره,1
کردباتشکر✋,1
عمدی,1
نمیکنـه,1
افتادن,1
g7باشه,1
2016بخرید,1
ذارم,1
بیفتی,1
وفروختمش,1
سرامیک,1
2016نخریدفقطj72016بخرید,1
نصف,1
کنندش,1
امکاناتشه,1
s6وs7هستش,1
یادآوری,1
خوشگلتر,1
سازندش,1
بسنج,1
کاسته,1
👍,1
HDبدردنمیخوره,1
برا,1
انلاینم,1
میاردش,1
هستد,1
نیورده,1
زیبــــاست,1
اینکارو,1
creedو,1
A8بخرم,1
صفخه5,1
عالیشه,1
مچکر,1
چهره,1
نارشمالو6,1
عای,1
یدونهی,1
دانلودش,1
هرتر,1
باتریتون,1
نتش,1
FD,1
6عالیه,1
پرداختند,1
نداریدش,1
برده‌اند,1
درمی‌آید,1
می‌برید,1
درحده,1
گوشیشون,1
بهره‌مند,1
اووردم,1
دائمی,1
جوکِ,1
متعصبید,1
نخوریم,1
وزیبایی,1
مشکلو‌,1
همیششونه,1
دوگیگه,1
حافظست,1
دورش,1
طرح,1
اس7اج,1
میزن,1
کیفیتیه,1
انکاره,1
میشدین,1
مقاومتش,1
میشورمش,1
بینظره,1
پیشگیریه,1
Emrejan,1
تعطیلأ,1
خُب,1
شکیل,1
91157,1
شده‌است,1
آمریکاست,1
پذیرد,1
76912,1
پلی78454,1
80223,1
81584,1
83364,1
86322,1
133781,1
سامسونگیام,1
134599,1
136875,1
مرخصن,1
سوسکه,1
مطلقه,1
رمشه,1
قبلیشه,1
محصوصه,1
ضد,1
وصفشه,1
شکنندست,1
نوآوره,1
فنا,1
s7دارم,1
box,1
توقعم,1
فینگرپرینته,1
خمیری,1
بگزره,1
eage,1
اذیتتون‌نمیکنه,1
ببرنش,1
نمیخورم,1
9بهترن,1
سطحن,1
نیافتاد,1
نزاشتم,1
برهمه,1
دروغ,1
قولی,1
دلیلشه,1
توانتخاب,1
بفهمن,1
اینجاش,1
دس,1
اسپات,1
بیاندازم,1
32گیگ,1
الان‌خریدم‌یا,1
سیوینگ,1
گرفتنم,1
ولقعا,1
وسط,1
خانه,1
جامیمونه,1
نمیزارع,1
NOW,1
دیس,1
کبیر,1
هایش,1
X,1
2K,1
اووف,1
Charge,1
مطالعتون,1
تجهیزاتشه,1
جزئیه,1
بالااااااااا,1
110000,1
استفادهکنید,1
متنم,1
جداس,1
cat9,1
وعامل,1
نمی‌توان,1
فوناست,1
اینجانب,1
داخلیم,1
ادرنو530,1
بدانیم,1
برنمیاید,1
وارده,1
بجنبونن,1
سهولت,1
8بهتره,1
8دارد,1
لحاظی,1
سوختگی7,1
هشدار,1
ازاین,1
Cam,1
میخندم,1
نصبشه,1
ایجا,1
ضیعیفه,1
nexus,1
نظییره,1
فوقولادست,1
گارانتیه,1
گردیم,1
مارک139500,1
عاشقشمم,1
دوسدارم,1
گیراست,1
حتمن,1
حرامه,1
100میرسه,1
نمیشمارن,1
برنداره,1
نوع,1
KOREA,1
جمعی,1
منی,1
حدودا,1
برخوردن,1
میمونهG5,1
الحمدلله,1
دوسیمکارته,1
افزاریست,1
آگاهی,1
6س,1
دکتری,1
عکسام,1
واقعین,1
میدونی,1
آقایی,1
دیگرانه,1
59,1
نپوشونن,1
طرفدارشید,1
مهمتره,1
جدیه,1
دوربینش13,1
دوربینش12,1
غیرازچندچیزجزیی,1
درگیرین,1
نکو,1
فروختش,1
می‌پذیرد,1
المینومی,1
وی10,1
مرجوعیه,1
و6s,1
v10دارم,1
فکرکنم,1
rawمیگیره,1
میکوبه,1
گردوند,1
اخبار,1
لجی,1
مونم,1
میبلعه,1
برداریه,1
منs6بهتره,1
مکررات,1
xperia,1
گرونی,1
گرانه,1
یرید,1
خداییه,1
قبلشه,1
6و,1
استفادست,1
ناجور,1
نگوید,1
s7است,1
s7سامسونگه,1
ریشه,1
خستگی,1
وسریعه,1
له,1
بفرما,1
ببیریم,1
ویا,1
انلایک,1
کندم,1
مطرحه,1
ظاهراً,1
می‍شود,1
میزاشتم,1
حافظش,1
آندروید,1
رفیقم,1
وای,1
note5,1
بیفتد,1
حساسیتی,1
GODFIRE,1
هعی,1
می‌زنند,1
العاده‌س,1
حرفات,1
ویژگیشه,1
ثابتند,1
ریموت,1
power,1
کیفی,1
هفتگی,1
مشتریشونم,1
4x,1
تنظیماتش,1
بادوام,1
فروشیدش,1
لِگ,1
چهارماه,1
تومنیه,1
عمرمیکنه,1
صوتی,1
نمیکشید,1
نمیفرسته,1
انتقال,1
بکشد,1
اینبار64گرفتم,1
گرچه,1
چسبیه,1
اهاییییی,1
آخی,1
کرومه,1
اغراقه,1
توضیح,1
برابرن,1
امتیاز,1
برسانید,1
believe,1
میدادین,1
منظره,1
خلاق,1
5پریمیوم,1
lumia1520,1
8میلیونه,1
1800mA,1
اَم,1
اووووف,1
می‌کردم,1
شکنه,1
میدونست,1
متقلب,1
خودت,1
توجهتان,1
نمایشگرو,1
میباشد：,1
اغراقی,1
2سال,1
بپوشاند,1
قدرتمن,1
ایفونs6,1
خـــــَــــفـــــَن,1
ندادید,1
6sداشتم,1
موجودمیشه,1
800,1
احمد,1
میکشیدم,1
نیکون,1
ip68,1
طرفیه,1
inch,1
فوقوالعادست,1
74443,1
3ثانیه,1
نداذه,1
1خوردیه,1
لغزنده,1
ونیستم,1
پنجه,1
آر,1
بشناسونید,1
دوسیم,1
فشرده,1
میذاشتن,1
افتاب,1
ADM,1
ترسی,1
مارکه,1
حمام,1
واقعییه,1
تحقیقاتی,1
مضر,1
پیداشه,1
نگزره,1
کیشه,1
s5خب,1
بور,1
همراهمه,1
ادجش,1
نوشتنم,1
تعصفه,1
مشکیو,1
IP68,1
ارتقا,1
دیگرم,1
بتمن,1
انتظارشونه,1
ورزشکاران,1
کار‌نمیکنه,1
چرته,1
تغییرمیکنه,1
بشتابید,1
نگاهی,1
شمرد,1
در30دقیقه,1
میخاید,1
سازیش,1
باشع,1
میشینن,1
دنیاییست,1
بشوریدش,1
خدمتتتون,1
دوتارو,1
هوشمندش,1
کمبات,1
8مگاپیکسله,1
عالیییییییییییی,1
انتخابمم,1
وگاس,1
آ,1
حافظه32,1
بازی1,1
فوقلعادس,1
وز,1
ضعیعه,1
مشاوره,1
بازنمیکنه,1
شینه,1
یاره,1
پذیرفتم,1
کارتنش,1
بنویسین,1
میخاد,1
ملموسه,1
نفرست,1
قطعاتشه,1
تکیه,1
ابرگوشیه,1
گوشی5,1
بک,1
جز,1
ایجادنمیکنه,1
گشی,1
جداگونه,1
ایدنتیتی,1
ضررنمیکنه,1
سیار,1
اختیار,1
نیسند,1
نمیخورن,1
لاکو,1
پاسخگوئه,1
stylus,1
باحال,1
ایناست,1
قرمزه,1
ترهستش,1
باشیدعالیه,1
افزایند,1
glass3,1
1و1,1
اشتباهم,1
